dates,start,visitor,pts_visitor,home,pts_home,ot,attendance,arena,urls,id
"Mon, Dec 11, 2017",8:00p,Miami Heat,107,Memphis Grizzlies,82,,"14,857",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201712110MEM.html,201712110MEM
"Mon, Dec 11, 2017",8:00p,Charlotte Hornets,116,Oklahoma City Thunder,103,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201712110OKC.html,201712110OKC
"Mon, Dec 11, 2017",10:30p,Portland Trail Blazers,104,Golden State Warriors,111,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201712110GSW.html,201712110GSW
"Mon, Dec 11, 2017",10:30p,Toronto Raptors,91,Los Angeles Clippers,96,,"16,658",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201712110LAC.html,201712110LAC
"Tue, Dec 12, 2017",7:00p,Atlanta Hawks,114,Cleveland Cavaliers,123,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201712120CLE.html,201712120CLE
"Tue, Dec 12, 2017",7:00p,Denver Nuggets,103,Detroit Pistons,84,,"15,480",Little Caesars Arena,https://www.basketball-reference.com/boxscores/pbp/201712120DET.html,201712120DET
"Tue, Dec 12, 2017",7:00p,Los Angeles Lakers,109,New York Knicks,113,OT,"19,359",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201712120NYK.html,201712120NYK
"Tue, Dec 12, 2017",7:30p,Washington Wizards,98,Brooklyn Nets,103,,"14,515",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201712120BRK.html,201712120BRK
"Tue, Dec 12, 2017",8:30p,San Antonio Spurs,89,Dallas Mavericks,95,,"19,874",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201712120DAL.html,201712120DAL
"Tue, Dec 12, 2017",9:30p,Philadelphia 76ers,118,Minnesota Timberwolves,112,OT,"14,659",Target Center,https://www.basketball-reference.com/boxscores/pbp/201712120MIN.html,201712120MIN
"Tue, Dec 12, 2017",10:00p,Phoenix Suns,92,Sacramento Kings,99,,"17,583",Golden 1 Center,https://www.basketball-reference.com/boxscores/pbp/201712120SAC.html,201712120SAC
"Wed, Dec 13, 2017",7:00p,Oklahoma City Thunder,100,Indiana Pacers,95,,"17,923",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201712130IND.html,201712130IND
"Wed, Dec 13, 2017",7:00p,Los Angeles Clippers,106,Orlando Magic,95,,"16,011",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201712130ORL.html,201712130ORL
"Wed, Dec 13, 2017",7:00p,Memphis Grizzlies,87,Washington Wizards,93,,"15,297",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201712130WAS.html,201712130WAS
"Wed, Dec 13, 2017",7:30p,Denver Nuggets,118,Boston Celtics,124,,"18,624",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201712130BOS.html,201712130BOS
"Wed, Dec 13, 2017",7:30p,Portland Trail Blazers,102,Miami Heat,95,,"19,600",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201712130MIA.html,201712130MIA
"Wed, Dec 13, 2017",8:00p,Utah Jazz,100,Chicago Bulls,103,,"18,102",United Center,https://www.basketball-reference.com/boxscores/pbp/201712130CHI.html,201712130CHI
"Wed, Dec 13, 2017",8:00p,Milwaukee Bucks,108,New Orleans Pelicans,115,,"16,863",Smoothie King Center,https://www.basketball-reference.com/boxscores/pbp/201712130NOP.html,201712130NOP
"Wed, Dec 13, 2017",9:00p,Toronto Raptors,115,Phoenix Suns,109,,"15,517",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201712130PHO.html,201712130PHO
"Wed, Dec 13, 2017",9:30p,Charlotte Hornets,96,Houston Rockets,108,,"16,509",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201712130HOU.html,201712130HOU
"Thu, Dec 14, 2017",7:30p,Detroit Pistons,105,Atlanta Hawks,91,,"13,548",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201712140ATL.html,201712140ATL
"Thu, Dec 14, 2017",7:30p,New York Knicks,111,Brooklyn Nets,104,,"17,732",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201712140BRK.html,201712140BRK
"Thu, Dec 14, 2017",8:00p,Los Angeles Lakers,112,Cleveland Cavaliers,121,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201712140CLE.html,201712140CLE
"Thu, Dec 14, 2017",8:00p,Sacramento Kings,96,Minnesota Timberwolves,119,,"11,126",Target Center,https://www.basketball-reference.com/boxscores/pbp/201712140MIN.html,201712140MIN
"Thu, Dec 14, 2017",10:30p,Dallas Mavericks,97,Golden State Warriors,112,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201712140GSW.html,201712140GSW
"Fri, Dec 15, 2017",7:00p,Miami Heat,104,Charlotte Hornets,98,,"15,565",Spectrum Center,https://www.basketball-reference.com/boxscores/pbp/201712150CHO.html,201712150CHO
"Fri, Dec 15, 2017",7:00p,Detroit Pistons,104,Indiana Pacers,98,,"14,687",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201712150IND.html,201712150IND
"Fri, Dec 15, 2017",7:00p,Portland Trail Blazers,95,Orlando Magic,88,,"16,963",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201712150ORL.html,201712150ORL
"Fri, Dec 15, 2017",7:00p,Oklahoma City Thunder,119,Philadelphia 76ers,117,3OT,"20,612",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201712150PHI.html,201712150PHI
"Fri, Dec 15, 2017",7:00p,Los Angeles Clippers,91,Washington Wizards,100,,"15,442",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201712150WAS.html,201712150WAS
"Fri, Dec 15, 2017",7:30p,Utah Jazz,107,Boston Celtics,95,,"18,624",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201712150BOS.html,201712150BOS
"Fri, Dec 15, 2017",7:30p,Brooklyn Nets,87,Toronto Raptors,120,,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201712150TOR.html,201712150TOR
"Fri, Dec 15, 2017",8:00p,Atlanta Hawks,94,Memphis Grizzlies,96,,"15,803",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201712150MEM.html,201712150MEM
"Fri, Dec 15, 2017",8:00p,Chicago Bulls,115,Milwaukee Bucks,109,,"16,921",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201712150MIL.html,201712150MIL
"Fri, Dec 15, 2017",9:00p,New Orleans Pelicans,111,Denver Nuggets,117,OT,"17,584",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201712150DEN.html,201712150DEN
"Fri, Dec 15, 2017",9:30p,San Antonio Spurs,109,Houston Rockets,124,,"18,055",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201712150HOU.html,201712150HOU
"Sat, Dec 16, 2017",7:00p,Portland Trail Blazers,93,Charlotte Hornets,91,,"16,687",Spectrum Center,https://www.basketball-reference.com/boxscores/pbp/201712160CHO.html,201712160CHO
"Sat, Dec 16, 2017",7:30p,Utah Jazz,100,Cleveland Cavaliers,109,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201712160CLE.html,201712160CLE
"Sat, Dec 16, 2017",7:30p,Oklahoma City Thunder,96,New York Knicks,111,,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201712160NYK.html,201712160NYK
"Sat, Dec 16, 2017",8:00p,Milwaukee Bucks,111,Houston Rockets,115,,"18,055",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201712160HOU.html,201712160HOU
"Sat, Dec 16, 2017",8:00p,Los Angeles Clippers,85,Miami Heat,90,,"19,600",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201712160MIA.html,201712160MIA
"Sat, Dec 16, 2017",8:00p,Phoenix Suns,108,Minnesota Timberwolves,106,,"18,109",Target Center,https://www.basketball-reference.com/boxscores/pbp/201712160MIN.html,201712160MIN
"Sat, Dec 16, 2017",8:30p,Dallas Mavericks,96,San Antonio Spurs,98,,"18,418",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201712160SAS.html,201712160SAS
"Sat, Dec 16, 2017",9:00p,Boston Celtics,102,Memphis Grizzlies,93,,"17,794",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201712160MEM.html,201712160MEM
"Sun, Dec 17, 2017",3:30p,Sacramento Kings,93,Toronto Raptors,108,,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201712170TOR.html,201712170TOR
"Sun, Dec 17, 2017",4:00p,Orlando Magic,110,Detroit Pistons,114,,"16,312",Little Caesars Arena,https://www.basketball-reference.com/boxscores/pbp/201712170DET.html,201712170DET
"Sun, Dec 17, 2017",6:00p,Indiana Pacers,109,Brooklyn Nets,97,,"13,934",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201712170BRK.html,201712170BRK
"Sun, Dec 17, 2017",6:00p,Cleveland Cavaliers,106,Washington Wizards,99,,"20,356",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201712170WAS.html,201712170WAS
"Mon, Dec 18, 2017",7:00p,New York Knicks,91,Charlotte Hornets,109,,"15,386",Spectrum Center,https://www.basketball-reference.com/boxscores/pbp/201712180CHO.html,201712180CHO
"Mon, Dec 18, 2017",7:00p,Boston Celtics,112,Indiana Pacers,111,,"16,055",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201712180IND.html,201712180IND
"Mon, Dec 18, 2017",7:30p,Miami Heat,104,Atlanta Hawks,110,,"14,227",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201712180ATL.html,201712180ATL
"Mon, Dec 18, 2017",8:00p,Philadelphia 76ers,115,Chicago Bulls,117,,"20,796",United Center,https://www.basketball-reference.com/boxscores/pbp/201712180CHI.html,201712180CHI
"Mon, Dec 18, 2017",8:00p,Utah Jazz,99,Houston Rockets,120,,"18,055",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201712180HOU.html,201712180HOU
"Mon, Dec 18, 2017",8:00p,Portland Trail Blazers,107,Minnesota Timberwolves,108,,"14,187",Target Center,https://www.basketball-reference.com/boxscores/pbp/201712180MIN.html,201712180MIN
"Mon, Dec 18, 2017",8:00p,Denver Nuggets,94,Oklahoma City Thunder,95,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201712180OKC.html,201712180OKC
"Mon, Dec 18, 2017",8:30p,Phoenix Suns,97,Dallas Mavericks,91,,"19,245",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201712180DAL.html,201712180DAL
"Mon, Dec 18, 2017",8:30p,Los Angeles Clippers,91,San Antonio Spurs,109,,"18,418",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201712180SAS.html,201712180SAS
"Mon, Dec 18, 2017",10:30p,Golden State Warriors,116,Los Angeles Lakers,114,OT,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201712180LAL.html,201712180LAL
"Tue, Dec 19, 2017",7:00p,Sacramento Kings,101,Philadelphia 76ers,95,,"20,558",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201712190PHI.html,201712190PHI
"Tue, Dec 19, 2017",7:00p,New Orleans Pelicans,106,Washington Wizards,116,,"16,529",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201712190WAS.html,201712190WAS
"Tue, Dec 19, 2017",8:00p,Cleveland Cavaliers,116,Milwaukee Bucks,119,,"18,717",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201712190MIL.html,201712190MIL
"Wed, Dec 20, 2017",7:00p,Toronto Raptors,129,Charlotte Hornets,111,,"15,023",Spectrum Center,https://www.basketball-reference.com/boxscores/pbp/201712200CHO.html,201712200CHO
"Wed, Dec 20, 2017",7:30p,Indiana Pacers,105,Atlanta Hawks,95,,"14,830",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201712200ATL.html,201712200ATL
"Wed, Dec 20, 2017",7:30p,Miami Heat,90,Boston Celtics,89,,"18,624",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201712200BOS.html,201712200BOS
"Wed, Dec 20, 2017",7:30p,Sacramento Kings,104,Brooklyn Nets,99,,"13,179",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201712200BRK.html,201712200BRK
"Wed, Dec 20, 2017",8:00p,Orlando Magic,94,Chicago Bulls,112,,"20,285",United Center,https://www.basketball-reference.com/boxscores/pbp/201712200CHI.html,201712200CHI
"Wed, Dec 20, 2017",8:00p,Los Angeles Lakers,122,Houston Rockets,116,,"18,055",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201712200HOU.html,201712200HOU
"Wed, Dec 20, 2017",8:00p,Utah Jazz,79,Oklahoma City Thunder,107,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201712200OKC.html,201712200OKC
"Wed, Dec 20, 2017",8:30p,Detroit Pistons,93,Dallas Mavericks,110,,"19,580",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201712200DAL.html,201712200DAL
"Wed, Dec 20, 2017",9:00p,Minnesota Timberwolves,112,Denver Nuggets,104,,"17,002",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201712200DEN.html,201712200DEN
"Wed, Dec 20, 2017",10:00p,San Antonio Spurs,93,Portland Trail Blazers,91,,"19,393",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201712200POR.html,201712200POR
"Wed, Dec 20, 2017",10:30p,Memphis Grizzlies,84,Golden State Warriors,97,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201712200GSW.html,201712200GSW
"Wed, Dec 20, 2017",10:30p,Phoenix Suns,95,Los Angeles Clippers,108,,"17,151",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201712200LAC.html,201712200LAC
"Thu, Dec 21, 2017",7:00p,Chicago Bulls,112,Cleveland Cavaliers,115,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201712210CLE.html,201712210CLE
"Thu, Dec 21, 2017",7:00p,Toronto Raptors,114,Philadelphia 76ers,109,,"20,680",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201712210PHI.html,201712210PHI
"Thu, Dec 21, 2017",8:00p,Boston Celtics,93,New York Knicks,102,,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201712210NYK.html,201712210NYK
"Thu, Dec 21, 2017",9:00p,Memphis Grizzlies,95,Phoenix Suns,97,,"16,339",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201712210PHO.html,201712210PHO
"Thu, Dec 21, 2017",10:30p,San Antonio Spurs,89,Utah Jazz,100,,"18,306",Vivint Smart Home Arena,https://www.basketball-reference.com/boxscores/pbp/201712210UTA.html,201712210UTA
"Fri, Dec 22, 2017",7:00p,New York Knicks,101,Detroit Pistons,104,,"16,922",Little Caesars Arena,https://www.basketball-reference.com/boxscores/pbp/201712220DET.html,201712220DET
"Fri, Dec 22, 2017",7:00p,New Orleans Pelicans,111,Orlando Magic,97,,"18,846",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201712220ORL.html,201712220ORL
"Fri, Dec 22, 2017",7:30p,Washington Wizards,84,Brooklyn Nets,119,,"15,589",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201712220BRK.html,201712220BRK
"Fri, Dec 22, 2017",8:00p,Los Angeles Clippers,128,Houston Rockets,118,,"18,055",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201712220HOU.html,201712220HOU
"Fri, Dec 22, 2017",8:00p,Dallas Mavericks,101,Miami Heat,113,,"19,600",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201712220MIA.html,201712220MIA
"Fri, Dec 22, 2017",8:00p,Charlotte Hornets,104,Milwaukee Bucks,109,,"17,018",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201712220MIL.html,201712220MIL
"Fri, Dec 22, 2017",8:00p,Atlanta Hawks,117,Oklahoma City Thunder,120,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201712220OKC.html,201712220OKC
"Fri, Dec 22, 2017",10:00p,Denver Nuggets,102,Portland Trail Blazers,85,,"19,473",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201712220POR.html,201712220POR
"Fri, Dec 22, 2017",10:30p,Los Angeles Lakers,106,Golden State Warriors,113,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201712220GSW.html,201712220GSW
"Sat, Dec 23, 2017",5:00p,Philadelphia 76ers,86,Toronto Raptors,102,,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201712230TOR.html,201712230TOR
"Sat, Dec 23, 2017",7:00p,Milwaukee Bucks,106,Charlotte Hornets,111,,"18,363",Spectrum Center,https://www.basketball-reference.com/boxscores/pbp/201712230CHO.html,201712230CHO
"Sat, Dec 23, 2017",7:00p,Brooklyn Nets,119,Indiana Pacers,123,OT,"17,107",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201712230IND.html,201712230IND
"Sat, Dec 23, 2017",7:00p,Orlando Magic,103,Washington Wizards,130,,"17,218",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201712230WAS.html,201712230WAS
"Sat, Dec 23, 2017",7:30p,Dallas Mavericks,107,Atlanta Hawks,112,,"13,402",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201712230ATL.html,201712230ATL
"Sat, Dec 23, 2017",7:30p,Chicago Bulls,92,Boston Celtics,117,,"18,624",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201712230BOS.html,201712230BOS
"Sat, Dec 23, 2017",8:00p,Los Angeles Clippers,112,Memphis Grizzlies,115,,"16,844",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201712230MEM.html,201712230MEM
"Sat, Dec 23, 2017",8:00p,New Orleans Pelicans,109,Miami Heat,94,,"19,600",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201712230MIA.html,201712230MIA
"Sat, Dec 23, 2017",8:00p,Oklahoma City Thunder,103,Utah Jazz,89,,"18,306",Vivint Smart Home Arena,https://www.basketball-reference.com/boxscores/pbp/201712230UTA.html,201712230UTA
"Sat, Dec 23, 2017",8:30p,Denver Nuggets,96,Golden State Warriors,81,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201712230GSW.html,201712230GSW
"Sat, Dec 23, 2017",9:00p,Minnesota Timberwolves,115,Phoenix Suns,106,,"16,482",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201712230PHO.html,201712230PHO
"Sat, Dec 23, 2017",9:30p,Portland Trail Blazers,95,Los Angeles Lakers,92,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201712230LAL.html,201712230LAL
"Sat, Dec 23, 2017",10:00p,San Antonio Spurs,108,Sacramento Kings,99,,"17,583",Golden 1 Center,https://www.basketball-reference.com/boxscores/pbp/201712230SAC.html,201712230SAC
"Mon, Dec 25, 2017",12:00p,Philadelphia 76ers,105,New York Knicks,98,,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201712250NYK.html,201712250NYK
"Mon, Dec 25, 2017",3:00p,Cleveland Cavaliers,92,Golden State Warriors,99,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201712250GSW.html,201712250GSW
"Mon, Dec 25, 2017",5:30p,Washington Wizards,111,Boston Celtics,103,,"18,624",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201712250BOS.html,201712250BOS
"Mon, Dec 25, 2017",8:00p,Houston Rockets,107,Oklahoma City Thunder,112,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201712250OKC.html,201712250OKC
"Mon, Dec 25, 2017",10:30p,Minnesota Timberwolves,121,Los Angeles Lakers,104,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201712250LAL.html,201712250LAL
"Tue, Dec 26, 2017",7:00p,Toronto Raptors,93,Dallas Mavericks,98,,"20,005",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201712260DAL.html,201712260DAL
"Tue, Dec 26, 2017",7:00p,Indiana Pacers,83,Detroit Pistons,107,,"20,491",Little Caesars Arena,https://www.basketball-reference.com/boxscores/pbp/201712260DET.html,201712260DET
"Tue, Dec 26, 2017",7:30p,Orlando Magic,89,Miami Heat,107,,"19,600",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201712260MIA.html,201712260MIA
"Tue, Dec 26, 2017",8:00p,Chicago Bulls,115,Milwaukee Bucks,106,,"18,717",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201712260MIL.html,201712260MIL
"Tue, Dec 26, 2017",8:30p,Brooklyn Nets,97,San Antonio Spurs,109,,"18,492",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201712260SAS.html,201712260SAS
"Tue, Dec 26, 2017",9:00p,Utah Jazz,83,Denver Nuggets,107,,"17,104",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201712260DEN.html,201712260DEN
"Tue, Dec 26, 2017",9:00p,Memphis Grizzlies,97,Phoenix Suns,99,,"17,105",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201712260PHO.html,201712260PHO
"Tue, Dec 26, 2017",10:30p,Sacramento Kings,95,Los Angeles Clippers,122,,"16,393",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201712260LAC.html,201712260LAC
"Wed, Dec 27, 2017",7:00p,Boston Celtics,102,Charlotte Hornets,91,,"19,611",Spectrum Center,https://www.basketball-reference.com/boxscores/pbp/201712270CHO.html,201712270CHO
"Wed, Dec 27, 2017",7:00p,Dallas Mavericks,98,Indiana Pacers,94,,"17,923",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201712270IND.html,201712270IND
"Wed, Dec 27, 2017",7:30p,Washington Wizards,99,Atlanta Hawks,113,,"15,763",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201712270ATL.html,201712270ATL
"Wed, Dec 27, 2017",8:00p,New York Knicks,87,Chicago Bulls,92,,"21,883",United Center,https://www.basketball-reference.com/boxscores/pbp/201712270CHI.html,201712270CHI
"Wed, Dec 27, 2017",8:00p,Denver Nuggets,125,Minnesota Timberwolves,128,OT,"18,978",Target Center,https://www.basketball-reference.com/boxscores/pbp/201712270MIN.html,201712270MIN
"Wed, Dec 27, 2017",8:00p,Brooklyn Nets,113,New Orleans Pelicans,128,,"16,707",Smoothie King Center,https://www.basketball-reference.com/boxscores/pbp/201712270NOP.html,201712270NOP
"Wed, Dec 27, 2017",8:00p,Toronto Raptors,107,Oklahoma City Thunder,124,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201712270OKC.html,201712270OKC
"Wed, Dec 27, 2017",10:00p,Cleveland Cavaliers,95,Sacramento Kings,109,,"17,583",Golden 1 Center,https://www.basketball-reference.com/boxscores/pbp/201712270SAC.html,201712270SAC
"Wed, Dec 27, 2017",10:30p,Utah Jazz,101,Golden State Warriors,126,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201712270GSW.html,201712270GSW
"Wed, Dec 27, 2017",10:30p,Memphis Grizzlies,109,Los Angeles Lakers,99,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201712270LAL.html,201712270LAL
"Thu, Dec 28, 2017",7:00p,Detroit Pistons,89,Orlando Magic,102,,"18,846",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201712280ORL.html,201712280ORL
"Thu, Dec 28, 2017",8:00p,Houston Rockets,98,Boston Celtics,99,,"18,624",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201712280BOS.html,201712280BOS
"Thu, Dec 28, 2017",8:00p,Minnesota Timberwolves,96,Milwaukee Bucks,102,,"18,717",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201712280MIL.html,201712280MIL
"Thu, Dec 28, 2017",8:30p,New York Knicks,107,San Antonio Spurs,119,,"18,935",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201712280SAS.html,201712280SAS
"Thu, Dec 28, 2017",10:30p,Philadelphia 76ers,110,Portland Trail Blazers,114,,"20,104",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201712280POR.html,201712280POR
"Fri, Dec 29, 2017",7:00p,Houston Rockets,103,Washington Wizards,121,,"20,356",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201712290WAS.html,201712290WAS
"Fri, Dec 29, 2017",7:30p,Atlanta Hawks,98,Toronto Raptors,111,,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201712290TOR.html,201712290TOR
"Fri, Dec 29, 2017",8:00p,Indiana Pacers,107,Chicago Bulls,119,,"21,178",United Center,https://www.basketball-reference.com/boxscores/pbp/201712290CHI.html,201712290CHI
"Fri, Dec 29, 2017",8:00p,Brooklyn Nets,111,Miami Heat,87,,"19,600",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201712290MIA.html,201712290MIA
"Fri, Dec 29, 2017",8:00p,Dallas Mavericks,128,New Orleans Pelicans,120,,"16,878",Smoothie King Center,https://www.basketball-reference.com/boxscores/pbp/201712290NOP.html,201712290NOP
"Fri, Dec 29, 2017",8:00p,Milwaukee Bucks,97,Oklahoma City Thunder,95,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201712290OKC.html,201712290OKC
"Fri, Dec 29, 2017",10:00p,Phoenix Suns,111,Sacramento Kings,101,,"17,583",Golden 1 Center,https://www.basketball-reference.com/boxscores/pbp/201712290SAC.html,201712290SAC
"Fri, Dec 29, 2017",10:30p,Charlotte Hornets,111,Golden State Warriors,100,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201712290GSW.html,201712290GSW
"Fri, Dec 29, 2017",10:30p,Los Angeles Clippers,121,Los Angeles Lakers,106,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201712290LAL.html,201712290LAL
"Sat, Dec 30, 2017",7:00p,San Antonio Spurs,79,Detroit Pistons,93,,"19,671",Little Caesars Arena,https://www.basketball-reference.com/boxscores/pbp/201712300DET.html,201712300DET
"Sat, Dec 30, 2017",7:00p,New York Knicks,105,New Orleans Pelicans,103,,"16,947",Smoothie King Center,https://www.basketball-reference.com/boxscores/pbp/201712300NOP.html,201712300NOP
"Sat, Dec 30, 2017",7:00p,Miami Heat,117,Orlando Magic,111,,"18,846",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201712300ORL.html,201712300ORL
"Sat, Dec 30, 2017",7:30p,Portland Trail Blazers,89,Atlanta Hawks,104,,"15,877",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201712300ATL.html,201712300ATL
"Sat, Dec 30, 2017",8:00p,Cleveland Cavaliers,101,Utah Jazz,104,,"18,306",Vivint Smart Home Arena,https://www.basketball-reference.com/boxscores/pbp/201712300UTA.html,201712300UTA
"Sat, Dec 30, 2017",8:30p,Memphis Grizzlies,128,Golden State Warriors,141,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201712300GSW.html,201712300GSW
"Sat, Dec 30, 2017",9:00p,Philadelphia 76ers,107,Denver Nuggets,102,,"19,599",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201712300DEN.html,201712300DEN
"Sun, Dec 31, 2017",3:30p,Chicago Bulls,110,Washington Wizards,114,,"20,356",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201712310WAS.html,201712310WAS
